Id,SalePrice
1461,147701.2556
1462,150276.7727
1463,185822.6843
1464,187974.1819
1465,172405.2017
1466,174387.0306
1467,173911.1115
1468,157987.4459
1469,179385.4668
1470,143001.182
1471,186733.4538
1472,140767.5061
1473,140363.1482
1474,163168.2562
1475,119989.1723
1476,253368.0839
1477,210350.8015
1478,239660.7886
1479,230072.3419
1480,362351.6955
1481,261046.3463
1482,183814.2593
1483,172274.5042
1484,157554.6487
1485,142397.7583
1486,179195.1393
1487,272282.3822
1488,216050.6092
1489,170278.4157
1490,200940.4562
1491,182444.2733
1492,133032.396
1493,167800.2887
1494,231493.6777
1495,245072.58
1496,195780.1213
1497,174935.1198
1498,147517.9084
1499,142369.168
1500,152591.6746
1501,195701.734
1502,130901.1039
1503,219112.0953
1504,205291.0311
1505,204400.0691
1506,220085.0057
1507,247934.7448
1508,206122.1019
1509,166017.6221
1510,177585.4958
1511,161988.6912
1512,207528.8505
1513,164611.1702
1514,201944.9674
1515,223714.8895
1516,172011.0895
1517,161674.4283
1518,194123.0668
1519,220017.024
1520,152679.9743
1521,162498.9584
1522,199720.2271
1523,144850.0346
1524,134704.8016
1525,131743.1803
1526,137091.0799
1527,127338.6574
1528,152640.0193
1529,150709.3679
1530,205959.7832
1531,190886.5047
1532,119497.2858
1533,148854.8681
1534,139213.3374
1535,171533.7028
1536,137409.1121
1537,128227.6162
1538,162967.0219
1539,184116.4674
1540,181780.4785
1541,160811.1294
1542,170383.7614
1543,192617.7943
1544,114480.4155
1545,124330.6825
1546,136965.7947
1547,161473.1107
1548,155678.195
1549,141172.1482
1550,166502.496
1551,142596.9421
1552,182757.689
1553,165480.7606
1554,131533.5022
1555,196830.2857
1556,125225.3288
1557,153004.7192
1558,115369.2829
1559,150589.5413
1560,177561.1522
1561,203520.0665
1562,121256.6924
1563,134817.2734
1564,178910.8592
1565,154688.9523
1566,210727.8213
1567,117168.3098
1568,228737.7521
1569,157437.1972
1570,122769.349
1571,137709.4309
1572,165347.6186
1573,200199.3285
1574,167689.3
1575,211346.0578
1576,224295.6703
1577,168041.0008
1578,154625.2029
1579,145439.1496
1580,176165.3613
1581,139583.2025
1582,132373.2963
1583,262836.2599
1584,215802.9031
1585,139420.9539
1586,76736.38798
1587,110047.1164
1588,162929.9081
1589,143380.947
1590,143022.7481
1591,121285.5203
1592,155793.5378
1593,130764.6103
1594,167901.1044
1595,160829.849
1596,221418.7619
1597,220692.4983
1598,159114.5104
1599,153541.4954
1600,162949.2192
1601,92685.14348
1602,146298.4294
1603,115194.7617
1604,216031.8045
1605,204347.3734
1606,179737.1508
1607,232506.5187
1608,184022.451
1609,161518.8319
1610,142482.1816
1611,158080.3635
1612,181854.0913
1613,186960.2664
1614,139563.5202
1615,121164.1168
1616,112922.907
1617,121478.4557
1618,127612.4598
1619,132060.3112
1620,228938.4996
1621,149245.0165
1622,159580.37
1623,205414.5741
1624,213013.6528
1625,135415.9129
1626,202498.2573
1627,185502.7755
1628,229277.4871
1629,150529.0016
1630,275581.3697
1631,187379.4398
1632,204901.9419
1633,145129.7003
1634,175937.862
1635,160048.1678
1636,156512.4047
1637,217335.8447
1638,209795.4565
1639,203475.4381
1640,242804.3756
1641,187105.2105
1642,190732.0766
1643,193990.3284
1644,188286.9797
1645,216785.7027
1646,164193.7609
1647,162451.7422
1648,155088.6384
1649,148111.2869
1650,142421.116
1651,140032.5634
1652,132335.6528
1653,123360.3453
1654,162797.6204
1655,131363.2894
1656,157737.0198
1657,162880.0322
1658,161233.2511
1659,128575.1466
1660,155801.2616
1661,307679.7993
1662,264550.9899
1663,272971.4521
1664,331830.3588
1665,238882.3174
1666,246719.2677
1667,267793.027
1668,240446.6071
1669,210278.3136
1670,244673.145
1671,243001.1164
1672,316572.9307
1673,236603.8403
1674,226692.9028
1675,191591.3441
1676,187170.8357
1677,190436.3943
1678,333323.9806
1679,284628.6862
1680,245389.9436
1681,205533.0275
1682,240323.974
1683,184420.0184
1684,157450.6397
1685,157545.7569
1686,159452.5959
1687,138777.6137
1688,180584.7806
1689,177623.7634
1690,162208.437
1691,153648.5856
1692,199196.0768
1693,134449.0534
1694,163895.8104
1695,137170.7121
1696,243372.1642
1697,137533.3565
1698,275495.2221
1699,237250.4493
1700,225277.9598
1701,241545.4292
1702,229187.4066
1703,218940.1078
1704,230185.2942
1705,198888.1101
1706,303087.4673
1707,182905.1409
1708,189912.9205
1709,218134.1601
1710,194429.845
1711,204296.4338
1712,227507.317
1713,221464.8326
1714,196530.1881
1715,176627.3617
1716,167984.0256
1717,159048.5902
1718,140556.8101
1719,185935.0718
1720,199493.9646
1721,166215.2624
1722,138257.9004
1723,160377.6671
1724,195114.5088
1725,209473.0567
1726,174113.5003
1727,171197.522
1728,154829.3869
1729,158143.3162
1730,148839.0958
1731,118602.3108
1732,148561.3244
1733,136921.312
1734,144150.2614
1735,130040.5894
1736,115748.4234
1737,270095.2691
1738,205364.1389
1739,252531.4984
1740,217045.653
1741,180146.6542
1742,176735.7974
1743,164517.1602
1744,249511.4939
1745,209461.2269
1746,198797.9654
1747,205734.8402
1748,239089.1282
1749,180654.6406
1750,166366.6974
1751,232874.978
1752,126815.689
1753,192892.4052
1754,222344.6058
1755,189507.6376
1756,138307.3087
1757,125429.8861
1758,172582.5619
1759,180924.4829
1760,179754.1411
1761,181390.4502
1762,186776.8673
1763,180233.8786
1764,129647.4573
1765,201115.1112
1766,198521.0934
1767,220912.6621
1768,166714.8817
1769,168403.7782
1770,143404.7662
1771,147216.1315
1772,167776.3291
1773,138530.4714
1774,235649.9009
1775,144729.7613
1776,140452.644
1777,119153.5647
1778,140138.6611
1779,121632.0677
1780,155842.6057
1781,155900.617
1782,120323.7133
1783,158316.2444
1784,112537.7701
1785,142179.1648
1786,177503.0308
1787,158557.4051
1788,85702.51178
1789,124575.5501
1790,109232.6155
1791,257013.674
1792,187997.6403
1793,143622.8367
1794,137452.3744
1795,152265.9741
1796,111184.2265
1797,162975.4495
1798,137117.3478
1799,113126.2848
1800,123080.0386
1801,161722.9049
1802,156403.9183
1803,188581.6493
1804,148908.4978
1805,141886.8376
1806,145708.3216
1807,181746.7737
1808,128029.1792
1809,126510.4082
1810,162445.5963
1811,138503.1994
1812,136983.4137
1813,144991.4705
1814,117640.2882
1815,74813.71715
1816,106832.2939
1817,156478.3269
1818,189912.686
1819,137595.597
1820,99847.40116
1821,134791.452
1822,156006.0585
1823,83582.7306
1824,159910.1883
1825,148882.0414
1826,134994.2297
1827,128976.5983
1828,168593.4213
1829,163569.5909
1830,178075.3489
1831,164572.9486
1832,181432.6243
1833,165577.5679
1834,135364.4509
1835,178998.8247
1836,171128.5247
1837,118575.7035
1838,132733.8615
1839,99186.32956
1840,153738.7334
1841,152036.9545
1842,123163.4155
1843,166647.856
1844,122516.1313
1845,164905.1829
1846,163420.2616
1847,193358.6376
1848,65901.39935
1849,117940.9412
1850,143014.6896
1851,159329.368
1852,151894.6175
1853,139697.1314
1854,147089.6787
1855,133731.8943
1856,204614.3305
1857,157386.6516
1858,169886.8464
1859,118780.6561
1860,176900.427
1861,117864.1153
1862,264293.1506
1863,262265.0507
1864,262321.2686
1865,235037.8104
1866,242442.256
1867,203823.8804
1868,245777.2148
1869,180658.174
1870,191622.2139
1871,205243.0993
1872,155340.6778
1873,217218.9126
1874,148310.6966
1875,190819.7938
1876,194349.6099
1877,196719.2757
1878,201886.0125
1879,138489.5399
1880,135409.3575
1881,232727.0686
1882,224549.7013
1883,176547.1766
1884,197382.1146
1885,207443.7507
1886,236061.4902
1887,196221.8933
1888,223383.5334
1889,153196.5579
1890,158874.8829
1891,131288.4064
1892,120188.2019
1893,149235.624
1894,184607.7919
1895,177787.2672
1896,143797.3875
1897,146494.4956
1898,141630.9664
1899,135823.4707
1900,139195.7219
1901,164219.8906
1902,183937.8381
1903,206250.1115
1904,132611.3875
1905,182667.0175
1906,154882.3561
1907,213365.623
1908,131419.7474
1909,142656.531
1910,139015.805
1911,196217.2004
1912,242074.1918
1913,201952.237
1914,93119.67292
1915,214621.2307
1916,93194.23899
1917,211433.1755
1918,144744.267
1919,170328.8236
1920,195733.5024
1921,271355.0466
1922,232209.4746
1923,192636.6252
1924,210851.7327
1925,196739.7538
1926,269046.1308
1927,153283.8466
1928,177397.8857
1929,125176.2936
1930,119303.3098
1931,140647.1053
1932,149132.7762
1933,176968.0299
1934,174180.6756
1935,167669.7936
1936,180091.7452
1937,177858.4121
1938,173983.4939
1939,200920.6145
1940,170246.6172
1941,172285.829
1942,181323.6968
1943,167031.6033
1944,243671.6968
1945,250236.2471
1946,185237.6737
1947,221169.7476
1948,195589.858
1949,215071.8779
1950,180749.1991
1951,256547.8999
1952,227684.647
1953,187963.6495
1954,194489.9528
1955,148669.0169
1956,291918.197
1957,182064.4348
1958,253352.0294
1959,178314.4032
1960,133636.4035
1961,118480.6632
1962,129793.8908
1963,146884.8566
1964,147837.0988
1965,150475.4541
1966,143865.4909
1967,230478.4535
1968,301967.1604
1969,265911.2366
1970,301568.3337
1971,310204.2121
1972,268518.5288
1973,208860.4016
1974,244450.6581
1975,327236.2325
1976,231302.5648
1977,299102.4949
1978,282848.3051
1979,245804.2723
1980,179818.2274
1981,260929.3867
1982,182649.8214
1983,178448.9797
1984,166350.0617
1985,200907.3812
1986,196798.0707
1987,158800.7274
1988,160373.6107
1989,175377.8805
1990,196728.8068
1991,188881.3419
1992,213998.2107
1993,153691.4202
1994,219391.8026
1995,170565.2829
1996,258905.3851
1997,244149.1385
1998,272142.735
1999,215275.6229
2000,259357.8061
2001,225244.1238
2002,206934.1152
2003,219816.6808
2004,221237.4702
2005,184273.0855
2006,184916.9565
2007,220669.7212
2008,181756.2546
2009,169100.7724
2010,181985.7981
2011,149534.4811
2012,155591.2501
2013,170821.3141
2014,186935.4177
2015,179481.2108
2016,178978.4804
2017,185061.674
2018,124318.1813
2019,135565.9748
2020,129924.7038
2021,121797.2442
2022,192017.5437
2023,154577.3199
2024,256770.9169
2025,299908.9249
2026,162018.4282
2027,143114.0058
2028,153008.5089
2029,167040.791
2030,215875.6124
2031,189386.1414
2032,189870.031
2033,208432.9703
2034,158581.0161
2035,201318.9984
2036,190251.9921
2037,192033.7912
2038,203581.9395
2039,156016.2776
2040,295811.426
2041,201663.8662
2042,187500.3278
2043,187660.5428
2044,211649.1489
2045,187766.6153
2046,191685.5659
2047,160017.4411
2048,135551.6762
2049,203369.1132
2050,171788.5799
2051,97855.9296
2052,153720.4141
2053,156070.8462
2054,104254.2887
2055,183636.9932
2056,130330.5723
2057,147890.7666
2058,221344.6856
2059,161918.1182
2060,188368.9305
2061,209292.6843
2062,150169.2863
2063,119179.1294
2064,158873.6103
2065,136159.0483
2066,185764.5659
2067,128274.8917
2068,208688.2376
2069,88354.48246
2070,132600.5698
2071,112308.9428
2072,182189.0904
2073,146290.9138
