Id,SalePrice
1461,147643.2643
1462,180614.8515
1463,202039.8388
1464,201667.3574
1465,171478.192
1466,175054.3219
1467,183529.8147
1468,152179.8092
1469,187743.7984
1470,145163.4008
1471,203531.832
1472,133207.9716
1473,134797.7919
1474,167950.6851
1475,103845.7285
1476,278104.9475
1477,219385.424
1478,258825.7161
1479,244256.3829
1480,440534.4988
1481,296896.276
1482,183186.5611
1483,167630.0343
1484,149295.0727
1485,138382.2526
1486,180851.8452
1487,303095.6577
1488,226737.0047
1489,166438.3357
1490,226498.0748
1491,185389.4673
1492,119577.2817
1493,178625.6747
1494,272042.7379
1495,285746.5939
1496,219210.8604
1497,176796.7361
1498,143926.5751
1499,139297.9055
1500,152433.3735
1501,213695.4059
1502,122369.0448
1503,249141.6531
1504,223796.7071
1505,223713.2134
1506,238020.7046
1507,290907.2837
1508,228124.6379
1509,169076.9816
1510,186849.651
1511,171384.7642
1512,228857.0846
1513,163424.6979
1514,226722.1927
1515,248890.3158
1516,176129.9414
1517,164449.9881
1518,196373.4528
1519,248921.8416
1520,158076.2367
1521,169494.418
1522,215384.3123
1523,133964.22
1524,125503.2743
1525,124961.3675
1526,130692.139
1527,114185.7194
1528,153919.1724
1529,155044.6863
1530,225992.6331
1531,197494.8233
1532,108262.1464
1533,159500.786
1534,126635.67
1535,180195.726
1536,125549.825
1537,115269.1186
1538,157181.71
1539,191828.8668
1540,183482.9347
1541,161595.9584
1542,179596.9532
1543,204339.7842
1544,98868.30083
1545,115051.6939
1546,129821.7671
1547,162843.1332
1548,153457.5909
1549,135792.3739
1550,170638.6374
1551,143267.2252
1552,186246.5311
1553,159070.6466
1554,118033.7025
1555,212299.3483
1556,109963.1527
1557,156976.5488
1558,103026.0262
1559,142661.5564
1560,190755.5682
1561,216091.0073
1562,113931.5772
1563,130906.8628
1564,198044.3503
1565,160684.444
1566,237341.2428
1567,100926.1539
1568,261898.6691
1569,165546.251
1570,114149.1477
1571,118189.5769
1572,173349.6878
1573,225873.7988
1574,162483.4814
1575,240669.289
1576,257194.3163
1577,162906.0124
1578,148603.6624
1579,147828.4959
1580,182208.1869
1581,139562.4878
1582,124209.887
1583,313905.8083
1584,229986.196
1585,135624.4805
1586,55188.05934
1587,93164.1675
1588,171674.4873
1589,131702.7871
1590,137419.8745
1591,103718.7613
1592,147048.3117
1593,118226.7719
1594,168227.6007
1595,154258.8517
1596,244067.5784
1597,241836.9725
1598,161215.3008
1599,156276.528
1600,157089.8573
1601,77487.2871
1602,141174.0218
1603,97663.11717
1604,246274.3196
1605,224532.1467
1606,188263.2922
1607,246789.9915
1608,184932.0597
1609,153355.6816
1610,132808.2681
1611,150830.4427
1612,180073.445
1613,187816.2572
1614,137953.6917
1615,107798.2474
1616,95717.27087
1617,110176.6597
1618,117418.6439
1619,129730.9289
1620,245045.608
1621,148717.8536
1622,159895.3804
1623,235830.7986
1624,240265.793
1625,129858.006
1626,220698.5766
1627,201481.4502
1628,262035.0571
1629,146543.3433
1630,333076.4346
1631,192382.134
1632,221683.2747
1633,139239.0177
1634,182534.4916
1635,164588.2503
1636,146216.6132
1637,236200.5823
1638,222459.7938
1639,214375.646
1640,275032.5449
1641,201074.5014
1642,205822.4963
1643,199875.8748
1644,200706.8243
1645,245834.7082
1646,171629.448
1647,164978.1613
1648,145146.769
1649,143326.8828
1650,141350.9102
1651,130326.7684
1652,122979.2543
1653,114079.7342
1654,163961.8773
1655,131075.8143
1656,157609.9269
1657,164164.0167
1658,160771.2266
1659,119876.1293
1660,155231.6219
1661,370453.3532
1662,311097.3127
1663,320102.8941
1664,413013.8513
1665,255811.9323
1666,291287.851
1667,315843.0764
1668,274483.9778
1669,234614.1794
1670,281676.5723
1671,280210.5455
1672,388300.2386
1673,258276.115
1674,240188.4813
1675,205709.0786
1676,201679.777
1677,204897.094
1678,414438.2069
1679,338998.6373
1680,275798.493
1681,210721.5826
1682,276510.8646
1683,183185.3274
1684,150865.5572
1685,150974.4865
1686,150326.8792
1687,127863.0698
1688,181335.1801
1689,177696.9564
1690,167462.4334
1691,153693.6886
1692,218857.8298
1693,127368.1365
1694,170075.1985
1695,126186.8079
1696,280784.0717
1697,126625.3618
1698,327446.8615
1699,282162.1221
1700,254389.8523
1701,273299.2606
1702,243523.8951
1703,228864.9527
1704,264845.5537
1705,207884.2856
1706,373053.7693
1707,180610.073
1708,190712.6954
1709,229841.0452
1710,197532.6447
1711,225859.5992
1712,238359.2259
1713,255055.4747
1714,217109.8779
1715,184045.544
1716,161975.9976
1717,150482.8722
1718,125556.3281
1719,189480.3095
1720,225514.907
1721,160122.92
1722,122560.508
1723,165450.6099
1724,198094.3435
1725,231776.9317
1726,179600.7242
1727,165678.7352
1728,158606.2585
1729,157697.3238
1730,144671.8119
1731,114270.6521
1732,149713.8217
1733,135483.3984
1734,138650.2337
1735,121778.25
1736,107177.0105
1737,327800.6921
1738,227727.5896
1739,290756.8051
1740,228069.2411
1741,194413.6094
1742,185224.5459
1743,169744.8899
1744,293383.8973
1745,216651.9061
1746,209824.0016
1747,227824.8363
1748,260010.0205
1749,187574.2657
1750,173729.4528
1751,258100.097
1752,118422.7119
1753,193290.044
1754,246211.4692
1755,205819.4857
1756,137718.6226
1757,113944.7153
1758,182577.0676
1759,194485.5883
1760,190030.5134
1761,194661.2769
1762,198109.8863
1763,186868.9205
1764,118965.4405
1765,222443.0929
1766,220651.4307
1767,250419.2979
1768,172808.4356
1769,169858.5092
1770,139718.3683
1771,143338.0234
1772,171078.5391
1773,137395.1867
1774,248977.0731
1775,138394.0212
1776,131593.5472
1777,109892.332
1778,138212.2075
1779,108583.821
1780,159539.7536
1781,150755.5094
1782,103872.6865
1783,153191.8616
1784,94667.83698
1785,128056.6804
1786,145213.4868
1787,153958.0733
1788,63318.09458
1789,109678.9319
1790,90375.29184
1791,285226.1586
1792,191295.087
1793,144343.6197
1794,132468.971
1795,148898.8979
1796,95520.83415
1797,167987.9092
1798,122891.822
1799,103502.4287
1800,114279.7594
1801,155714.9639
1802,138072.1112
1803,192812.1444
1804,152328.7861
1805,139356.1622
1806,133465.5243
1807,192574.5748
1808,115088.6302
1809,111056.1726
1810,163271.3373
1811,125933.8082
1812,122760.7486
1813,139135.2956
1814,99767.60575
1815,53372.95915
1816,87951.9826
1817,151542.7587
1818,194481.4183
1819,125417.1277
1820,79095.92453
1821,109478.7475
1822,149246.3146
1823,61680.93265
1824,150893.5633
1825,141266.3072
1826,124525.6398
1827,112843.2372
1828,169419.1401
1829,162016.028
1830,177831.7493
1831,158399.3807
1832,181938.3298
1833,169639.6769
1834,123233.833
1835,178958.1074
1836,166087.5328
1837,108654.1776
1838,125855.0354
1839,78474.25685
1840,158847.4681
1841,157406.9493
1842,107786.0508
1843,169904.9817
1844,112961.6745
1845,154471.7426
1846,164223.5867
1847,197277.9109
1848,42809.89862
1849,103832.1633
1850,133008.5056
1851,158312.2521
1852,142323.7438
1853,138400.0453
1854,145946.8218
1855,129112.9667
1856,219809.5105
1857,155772.7681
1858,173337.4573
1859,105163.5809
1860,191851.9458
1861,104072.4533
1862,308470.8908
1863,306330.3551
1864,306376.1303
1865,268563.4623
1866,277443.9093
1867,209894.7758
1868,284122.3038
1869,192608.1251
1870,207807.4213
1871,211787.0464
1872,147715.8345
1873,240950.5634
1874,146616.2192
1875,205889.2144
1876,209076.5596
1877,218836.2521
1878,204769.8752
1879,133092.8767
1880,131076.3832
1881,269418.3214
1882,240384.7921
1883,176240.2629
1884,204309.9925
1885,232632.9194
1886,271211.887
1887,214431.9205
1888,256922.3911
1889,145289.3694
1890,156859.6421
1891,124195.0667
1892,110116.0652
1893,150812.3738
1894,178940.4985
1895,182740.7609
1896,141194.4725
1897,147269.8271
1898,129926.3863
1899,121806.9761
1900,125611.6214
1901,171063.4872
1902,193465.5746
1903,220349.7804
1904,129397.579
1905,194666.6436
1906,157653.2824
1907,242817.4967
1908,118690.0871
1909,138729.4878
1910,128443.1571
1911,206619.9657
1912,278242.8836
1913,202515.0732
1914,71606.30473
1915,246041.7613
1916,74406.03995
1917,233860.8072
1918,142818.2478
1919,180166.6481
1920,198031.8108
1921,323982.5668
1922,264392.4909
1923,198091.2692
1924,241961.1882
1925,202895.515
1926,320737.3372
1927,150188.6412
1928,183048.2925
1929,118349.8587
1930,108287.3995
1931,140201.2632
1932,144642.6618
1933,191304.0697
1934,182973.9334
1935,171580.8885
1936,193317.0182
1937,178820.9489
1938,174890.0191
1939,213307.9418
1940,162484.1888
1941,169252.9158
1942,189979.6621
1943,163597.4466
1944,266415.6625
1945,289987.0906
1946,181755.6735
1947,246176.4242
1948,196574.6632
1949,236523.181
1950,190009.1005
1951,298402.8936
1952,259936.5079
1953,203540.8614
1954,200286.7505
1955,143059.974
1956,347428.2675
1957,178497.1448
1958,294853.8473
1959,178154.0358
1960,121020.7329
1961,111309.4368
1962,121359.282
1963,143939.3932
1964,142732.8392
1965,150114.3321
1966,135693.6491
1967,260695.8661
1968,370636.9943
1969,311313.8249
1970,362998.5794
1971,370775.6052
1972,318570.9119
1973,220341.8046
1974,280849.6758
1975,406867.6921
1976,262664.5574
1977,354671.636
1978,315413.1339
1979,269222.8862
1980,175896.7785
1981,303315.3753
1982,193024.2557
1983,174366.3801
1984,162852.0814
1985,220138.8475
1986,216217.1526
1987,148580.3614
1988,153332.1739
1989,173652.0957
1990,202833.831
1991,201453.5203
1992,233006.2475
1993,144934.0562
1994,246510.6398
1995,167301.8701
1996,284051.1276
1997,263610.6754
1998,324867.7919
1999,240807.2877
2000,286828.5868
2001,259965.9092
2002,228972.9199
2003,232119.2912
2004,248487.8627
2005,191461.3866
2006,183217.3957
2007,229637.5467
2008,192946.7515
2009,176634.3551
2010,182724.586
2011,136091.7869
2012,144414.0251
2013,174240.268
2014,198471.4841
2015,182126.7874
2016,186900.5511
